status,recommendation,brand,filename,size,sha1,duplicate_path,schematics_match,visible_match,notes
ok,canonical_visible_elsewhere,Schindler,"SCHINDLER 3100,3300,5300 mantenimiento preventivo Modulo S19.pdf",3353778,326781d15dfff16ba0b2a7331fb955541bc72074,"/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/32/SCHINDLER 3100,3300,5300 mantenimiento preventivo Modulo S19.pdf",,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Schindler/3100-3300-5300 08-2006 K609755 sv03 manutenção preventiva.pdf,
ok,quarantine_only_no_visible_canonical,Schindler,GS3181-2.JPG,850660,33f3e5afb008a231656307e2faa0db80790a0e32,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/33/GS3181-2.JPG,,,
ok,canonical_visible_elsewhere,Schindler,ITE59-DPV-Ensaios em Schindler Modelo 3300 - Utilização de Botoneira de Emergência[1].pdf,783225,33642428a382de1d549cd16b6b21c462f0556cd4,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/33/ITE59-DPV-Ensaios em Schindler Modelo 3300 - Utilização de Botoneira de Emergência[1].pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Schindler/ITE59-DPV-Ensaios em Schindler Modelo 3300 - Utilização de Botoneira de Emergência.pdf,
ok,canonical_visible_elsewhere,Schindler,3100-3300-5300 bionic 5 rel 2.0 rel 4.0 02-2008 K608208sv06.pdf,2774374,34a0fce55744f2557ccf3dceca61899ff7e8d5b1,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/34/3100-3300-5300 bionic 5 rel 2.0 rel 4.0 02-2008 K608208sv06.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Schindler/K608208sv06.pdf,
ok,canonical_visible_elsewhere,Schindler,Schindler%203100-3300-5300%20Config.-Troubl..pdf,2774374,34a0fce55744f2557ccf3dceca61899ff7e8d5b1,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/34/Schindler%203100-3300-5300%20Config.-Troubl..pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Schindler/K608208sv06.pdf,
ok,quarantine_only_no_visible_canonical,Schindler,GS3833-2.JPG,787128,3c7f82890c5a31ae3577a7370859aa6ba84ea8d5,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/3c/GS3833-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS2696 12-3.JPG,547066,3d0f9b9ed83494bab01f39ca02d379bddb55a965,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/3d/GS2696 12-3.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,SIMBOLOS RCS 3.JPG,436972,40fc67f1c045316a706c1ca7f610e1a50e413e3e,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/40/SIMBOLOS RCS 3.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,S3226 236-1.JPG,755593,4449c8f7999594c4cbe2b656c14c637cc34ed4a6,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/44/S3226 236-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,K608208 Quick reference  Configuration Diagnostic .pdf,2162752,47c16365411e9ffae1e63214f6647cbd6659a961,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/47/K608208 Quick reference  Configuration Diagnostic .pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,K608208Ae06.pdf,2162752,47c16365411e9ffae1e63214f6647cbd6659a961,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/47/K608208Ae06.pdf,,,
ok,canonical_visible_elsewhere,Schindler,703 080.JPG,1159487,4916adfd81573a583cdb285ade44ba19d2bdf7cf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/49/703 080.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/703 080.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,S409 718-3.JPG,764816,495550c95fbaa583fa7aa7afe79bebea9c987e62,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/49/S409 718-3.JPG,,,
ok,canonical_visible_elsewhere,Schindler,415271.JPG,1335752,4c89c4aa912b7e4e1be065a5fbf556031d59d6f3,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/4c/415271.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/415271.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,Quick Reference eng 3.pdf,1418240,4c528d6d81a24f51ac6a57e370ff0f34804d125f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/4c/Quick Reference eng 3.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,Quick Reference eng 4.pdf,1418240,4c528d6d81a24f51ac6a57e370ff0f34804d125f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/4c/Quick Reference eng 4.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,Quick Reference eng.pdf,1418240,4c528d6d81a24f51ac6a57e370ff0f34804d125f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/4c/Quick Reference eng.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,Installation and commissioning K609754_EN_05.pdf,17470579,4e30c61b16e42b8dadb1c483f55e69376c973c29,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/4e/Installation and commissioning K609754_EN_05.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,K609754Quick reference installation comm.pdf,17470579,4e30c61b16e42b8dadb1c483f55e69376c973c29,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/4e/K609754Quick reference installation comm.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,K609754_EN_05.pdf,17470579,4e30c61b16e42b8dadb1c483f55e69376c973c29,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/4e/K609754_EN_05.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,Installation.pdf,748432,50def5cb0416e39e747208ca02170adff468d9a4,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/50/Installation.pdf,,,
ok,canonical_visible_elsewhere,Schindler,703 236-2.JPG,833399,54ec1663777b09945652f16bcd02aef96ced18bd,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/54/703 236-2.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/703 236-2.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,MaintenanceSpares.pdf,85733,5449639294ee0cfae392434202cfddb355b185b8,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/54/MaintenanceSpares.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,S3226 236-2.JPG,851432,56c9f743c3b2095fb137b738be83beb66f088cca,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/56/S3226 236-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,SCHINDLER__ACONIC_BASICO__v._2.03 (2).pdf,5343638,56a92cf435aaf2f441a43af57daaa7f020603dfb,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/56/SCHINDLER__ACONIC_BASICO__v._2.03 (2).pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,SCHINDLER__ACONIC_BASICO__v._2.03.pdf,5343638,56a92cf435aaf2f441a43af57daaa7f020603dfb,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/56/SCHINDLER__ACONIC_BASICO__v._2.03.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,S326 239-2.JPG,713046,5731f7e50c8f469e20152db5503c8f7a23cc2907,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/57/S326 239-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS-S 22643-1.JPG,899193,5dfc45a310cf6701de9a6920a3459c89cbce1551,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/5d/GS-S 22643-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4370 1-3.JPG,778458,5f4637e8cb171ee1b7c192a169e86c5ee29b5aa3,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/5f/GS4370 1-3.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,ContentServer.pdf,4797779,605606826cc6de3fa7efbeb2519c042a993c7c96,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/60/ContentServer.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,QR2600.pdf,4797779,605606826cc6de3fa7efbeb2519c042a993c7c96,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/60/QR2600.pdf,,,
ok,canonical_visible_elsewhere,Schindler,michel-travail.com_schindler_eurolift1.html.pdf,49002,60b9e2df627e5da0c1ade723ca249c827190a428,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/60/michel-travail.com_schindler_eurolift1.html.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Schindler/SMLCD eurolift1.html.pdf,
ok,quarantine_only_no_visible_canonical,Schindler,GS4191 2-1.JPG,680132,62bc65c57cb9bb62f46ecfd9278f1946b8e3ff69,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/62/GS4191 2-1.JPG,,,
ok,canonical_visible_elsewhere,Schindler,672 214-2.JPG,855776,6514c1b6c72388c0f8eaffac5e87475b13773f0f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/65/672 214-2.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/672 214-2.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,GS 4077 2-2.JPG,754683,65411d6df9c1ffcdede650217867961d53abc4ae,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/65/GS 4077 2-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4191 2-3.JPG,821247,6721bbea74387eb36764e2ba8ca1b955c0e6d135,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/67/GS4191 2-3.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,P420_450.K603463E_05.pdf,1729279,67bd4f278953178afebcf6f24db247136eab30c5,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/67/P420_450.K603463E_05.pdf,,,
ok,canonical_visible_elsewhere,Schindler,416618.JPG,970801,680bfa035cba6b7eeb41ac60d6a06ecf2ef27137,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/68/416618.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/416618.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,Spare_Varidor30.pdf,1920344,689182d4766616ba843529b7909efb5eb5d57924,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/68/Spare_Varidor30.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,Varidor30_spare.pdf,1920344,689182d4766616ba843529b7909efb5eb5d57924,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/68/Varidor30_spare.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,IDSoftwareInstK_608002E_03.pdf,6847766,690f5e47387f93109766fe1d4cfcf699d35dd9fa,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/69/IDSoftwareInstK_608002E_03.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,K608002E_03.pdf,6847766,690f5e47387f93109766fe1d4cfcf699d35dd9fa,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/69/K608002E_03.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4370 2-2.JPG,742046,6b24060ba2fe4a4bd22806f9195dbe2109891480,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/6b/GS4370 2-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,Installation Overview K604259 02.pdf,338908,6c78fb45e13be1f07cc41f2be58c8a1a380f7019,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/6c/Installation Overview K604259 02.pdf,,,
ok,canonical_visible_elsewhere,Schindler,703 236-1.JPG,692413,6d829267b9e8da4f1b471cab5ff6b000876b3d9a,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/6d/703 236-1.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/703 236-1.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,S409 718-1.JPG,859175,6e120121bfcd1fccd7c98667f4ca3abd6acbfa66,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/6e/S409 718-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS2696 12-1.JPG,855111,70108e67c67e8d2efdefeb4478243e9867ba36fc,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/70/GS2696 12-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS2824.JPG,577124,7082c709ab47473fce32fb14e949755ce31566f3,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/70/GS2824.JPG,,,
ok,canonical_visible_elsewhere,Schindler,112868.JPG,1071371,73fdda5f8fcee6f87fc5d27ee495307ca72fd948,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/73/112868.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/112868.JPG,
ok,canonical_visible_elsewhere,Schindler,602 587-2.JPG,752954,74de7b7ba3ea3dc2189f30124428c60b0fc5d2a5,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/74/602 587-2.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/602 587-2.JPG,
ok,canonical_visible_elsewhere,Schindler,703 254-1.JPG,954482,747de5443c7558eff5657ef2faa4ab6e1ceec9a5,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/74/703 254-1.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/703 254-1.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,GS3131-1.JPG,657588,75411f4095ada2bba2a1e746bb1aeead1f3f7445,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/75/GS3131-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS1407-2.JPG,776956,7a5d176a961f801909ea0d3f321c7edb6b58c575,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/7a/GS1407-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,InstallationManual.pdf,10827025,7dd5e0c6668df8abd864a56c38c1569a7d44ea0b,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/7d/InstallationManual.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,S409 698-2.JPG,723335,7f9d8b0782ad3e4a9d46b72de57a61e4e0d797aa,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/7f/S409 698-2.JPG,,,
ok,canonical_visible_elsewhere,Schindler,100PMarketing.pdf,1321026,80135b1e31f810908dafdc228e4fafdd928ed388,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/80/100PMarketing.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Schindler/100P.pdf,
ok,quarantine_only_no_visible_canonical,Schindler,GS3824-3.JPG,823866,82ff2d780f251b5bbfde5eaf768c7e53d183f944,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/82/GS3824-3.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,ShaftTech.pdf,1043661,83668181d746315d392511f6563c8f6590f1e061,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/83/ShaftTech.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,SupermasterK_608015_EN.pdf,6711278,83e96f0d4042fd93458053b40467da45482d205f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/83/SupermasterK_608015_EN.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,3100e3300e3500INSGuide.pdf,1128945,864470fe082dbb221fc161f524761007906be97f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/86/3100e3300e3500INSGuide.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,InspectorsGuideEU.pdf,1128945,864470fe082dbb221fc161f524761007906be97f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/86/InspectorsGuideEU.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,J139452 Ae06.pdf,1128945,864470fe082dbb221fc161f524761007906be97f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/86/J139452 Ae06.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4077-3.JPG,793227,885c5aabdf08c77a79a3606fee85bc9ff1d5fac9,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/88/GS4077-3.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,SIMBOLOS RCS 6.JPG,882602,88140a264eff4778e606eb8883efdf2f740ed368,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/88/SIMBOLOS RCS 6.JPG,,,
ok,canonical_visible_elsewhere,Schindler,Schindler%20_CH_6000_locarno.pdf,5144354,8b8648b750ab603772ceed3d6e0265c650733e90,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/8b/Schindler%20_CH_6000_locarno.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Schindler/Schindler _CH_6000_locarno.pdf,
ok,quarantine_only_no_visible_canonical,Schindler,SIMBOLOS RCS 4.JPG,872797,8c0f016499dc7978ce34c800f60228e2665c2340,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/8c/SIMBOLOS RCS 4.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,Installation K604082 02.pdf,984659,8df43d094c8aa6885d394e95a022ec459c8d4aa7,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/8d/Installation K604082 02.pdf,,,
ok,canonical_visible_elsewhere,Schindler,603 950-2.JPG,1023938,8f04c927fe8b4e0c304ed560282cf6068cb9e742,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/8f/603 950-2.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/603 950-2.JPG,
ok,canonical_visible_elsewhere,Schindler,703 265-2.JPG,827748,901b04ea8e0b7c4a69b4585a5b085866f7ec64db,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/90/703 265-2.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/703 265-2.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,K608003E_03.pdf,2655551,90bb079ce149900dbd3fb655500dbf8141dc4549,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/90/K608003E_03.pdf,,,
ok,quarantine_only_no_visible_canonical,Schindler,S326 583-2.JPG,635724,903087fa21ebda87898d565541c292b7718af196,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/90/S326 583-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,SIMBOLOS RCS 1.JPG,693968,92df474650505b6bf9748a30129bbb0c7de1fe36,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/92/SIMBOLOS RCS 1.JPG,,,
ok,canonical_visible_elsewhere,Schindler,702 716-2.JPG,1345843,93d0c18154cf59ee306223dc4df41a772ff8a700,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/93/702 716-2.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/702 716-2.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,GS4057 12-1.JPG,756676,9827a8c03e2f731a103a1ddcde4c1efd6e075a14,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/98/GS4057 12-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4191 1-2.JPG,747578,9aac4f75a9f7b8d1150431435f6fb3015fb789ab,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/9a/GS4191 1-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,S400593.JPG,747505,9a6f78faa8efbf32bf8f7b9721143edaaece1355,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/9a/S400593.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4370 2-1.JPG,878232,9b1106af141fae10ed4e69e91136141904cf7870,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/9b/GS4370 2-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4370-3.JPG,772932,9bcf980895a19ed3d4ecf1ee10d98f20ce4df49a,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/9b/GS4370-3.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS3833-1.JPG,753052,9c1e7ab04bad3b5273ca023028ef84c6b0c3c743,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/9c/GS3833-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4370 1-2.JPG,694750,9d884ccbbcf6dc9552943d2420b9b3475c865b03,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/9d/GS4370 1-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS4191 2-2.JPG,650690,9ef70dc420ef1c716aa79d250445144eaf58ed0f,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/9e/GS4191 2-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,S326 239-3.JPG,627963,9e7d6653637bec78f1eb974a5b525654ae17aa8c,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/9e/S326 239-3.JPG,,,
ok,canonical_visible_elsewhere,Schindler,SCHINDLER MICONIC IBERIA  MONTAGEM.pdf,12747094,a08a237bab783f8fb686ba9dd0afbe456a591b19,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/a0/SCHINDLER MICONIC IBERIA  MONTAGEM.pdf,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/MICONIC IBERIA VF - montagem.pdf,
ok,canonical_visible_elsewhere,Schindler,415740.JPG,1158813,a1390504c14ce9b922828eb79842f62131f75a0c,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/a1/415740.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/415740.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,MasterUserK_608014_EN.pdf,5634309,a417dae31675baaca4e80d8e7200f8147a5d4451,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/a4/MasterUserK_608014_EN.pdf,,,
ok,canonical_visible_elsewhere,Schindler,703 248-2.JPG,1004722,a55c6335621cd0c0c50d553adab753f2cc8c7efe,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/a5/703 248-2.JPG,,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/01. Documentacao Tecnica/Sem_Marca/703 248-2.JPG,
ok,quarantine_only_no_visible_canonical,Schindler,GS3824-2.JPG,734499,a5831886f2ab85910cdb0532e1155a7890c1ae58,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/a5/GS3824-2.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,S326 239-1.JPG,754371,a7509593d7532b91d0f434d0234c68f46112eeef,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/a7/S326 239-1.JPG,,,
ok,quarantine_only_no_visible_canonical,Schindler,GS2888-2.JPG,647690,a8907273c7cc16912d8192a22aecb2bc0d7dfee6,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/99. duplicates/Schindler/a8/GS2888-2.JPG,,,
