brand,filename,extension,size,sha1,relative_path,absolute_path,origin_hint
Genie,Genie ADV Trailing Flex Connections.pdf,.pdf,195245,0eab482609035b5f1beafbd28f9999f4cc1a54d5,Genie/Genie ADV Trailing Flex Connections.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Genie/Genie ADV Trailing Flex Connections.pdf,organized_or_recovered
Gieza,Gieza_Electrico_ElectronicII.pdf,.pdf,679447,501b8af21a862ca467de95121137742305a6ec26,Gieza/Gieza_Electrico_ElectronicII.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Gieza/Gieza_Electrico_ElectronicII.pdf,organized_or_recovered
Gimenez,GIMENEZ 001 ESQUEMA - GIMENEZ.jpg,.jpg,1420548,c352b1cfaa990054abaf826d50b1a4f0fe8fa4c7,Gimenez/GIMENEZ 001 ESQUEMA - GIMENEZ.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Gimenez/GIMENEZ 001 ESQUEMA - GIMENEZ.jpg,organized_or_recovered
Gimenez,GIMENEZ 002 ESQUEMA - GIMENEZ.jpg,.jpg,2139190,3e4344033f7cbfe39feaea29fd39b9e6b61e63ae,Gimenez/GIMENEZ 002 ESQUEMA - GIMENEZ.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Gimenez/GIMENEZ 002 ESQUEMA - GIMENEZ.jpg,organized_or_recovered
Hidral,(5)  ESQUEMA HIDRAULICO QCP-QCPD-QCS-QDX.PDF,.pdf,74239,f29fbd7198278b0c51ac34125118b6684aa6e799,Hidral/(5)  ESQUEMA HIDRAULICO QCP-QCPD-QCS-QDX.PDF,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/(5)  ESQUEMA HIDRAULICO QCP-QCPD-QCS-QDX.PDF,organized_or_recovered
Hidral,EE-401. Ascensor UH_ - HIDRAL.pdf,.pdf,419476,6bd7d50156e348b84eaa5c2b2974eb815d0ad022,Hidral/EE-401. Ascensor UH_ - HIDRAL.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/EE-401. Ascensor UH_ - HIDRAL.pdf,organized_or_recovered
Hidral,ERMIDAS ESQUENA ELECTRICO.pdf,.pdf,383715,91e8e6be8940bc07e4edf413e4bbe8917e8899a7,Hidral/ERMIDAS ESQUENA ELECTRICO.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/ERMIDAS ESQUENA ELECTRICO.pdf,organized_or_recovered
Hidral,ESQUEMA HIDRAULICO QCP-QCPD-QCS-QDX.PDF,.pdf,74239,f29fbd7198278b0c51ac34125118b6684aa6e799,Hidral/ESQUEMA HIDRAULICO QCP-QCPD-QCS-QDX.PDF,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/ESQUEMA HIDRAULICO QCP-QCPD-QCS-QDX.PDF,organized_or_recovered
Hidral,EV10 Hydraulic Diagram.pdf,.pdf,109379,e1aa0e96eedffcac942a5b6391429da610666df1,Hidral/EV10 Hydraulic Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/EV10 Hydraulic Diagram.pdf,organized_or_recovered
Hidral,EV100 Hydraulic Diagram.pdf,.pdf,137930,a6614e1647e34680f63575b31f2b902c77ca2ae7,Hidral/EV100 Hydraulic Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/EV100 Hydraulic Diagram.pdf,organized_or_recovered
Hidral,HIDASL EH EE-312 - HIDRAL EH.pdf,.pdf,374934,c4eddc8855770218e9394d1726a58ced3f3fd7d1,Hidral/HIDASL EH EE-312 - HIDRAL EH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDASL EH EE-312 - HIDRAL EH.pdf,organized_or_recovered
Hidral,HIDRAL DH EE-540 - HIDRAL DH.pdf,.pdf,366762,37820c0d8cea84c2511fa1966609c48b85b7865d,Hidral/HIDRAL DH EE-540 - HIDRAL DH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL DH EE-540 - HIDRAL DH.pdf,organized_or_recovered
Hidral,HIDRAL EH EE-311 - HIDRAL EH.pdf,.pdf,374000,7872c6d28cc28803d843284256773ada9669af88,Hidral/HIDRAL EH EE-311 - HIDRAL EH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL EH EE-311 - HIDRAL EH.pdf,organized_or_recovered
Hidral,HIDRAL EH EE-311 - HIDRAL EH__brand1.pdf,.pdf,374000,7872c6d28cc28803d843284256773ada9669af88,Hidral/HIDRAL EH EE-311 - HIDRAL EH__brand1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL EH EE-311 - HIDRAL EH__brand1.pdf,manual_refinement
Hidral,HIDRAL EH EE-313 - HIDRAL EH.pdf,.pdf,444487,2560b20cfca2207eb0da1903dacabe145bd7a77d,Hidral/HIDRAL EH EE-313 - HIDRAL EH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL EH EE-313 - HIDRAL EH.pdf,organized_or_recovered
Hidral,HIDRAL MAP 99 OMROM ESQ 001 - HIDRAL MP.pdf,.pdf,315849,ba242fdc91a358adc997dad93c51bc94fe412b38,Hidral/HIDRAL MAP 99 OMROM ESQ 001 - HIDRAL MP.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MAP 99 OMROM ESQ 001 - HIDRAL MP.pdf,organized_or_recovered
Hidral,HIDRAL MAP 99 OMROM ESQ 002 - HIDRAL MP.pdf,.pdf,253963,564dcfd4d224c02d077cbc65f8b03f7f7c046f55,Hidral/HIDRAL MAP 99 OMROM ESQ 002 - HIDRAL MP.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MAP 99 OMROM ESQ 002 - HIDRAL MP.pdf,organized_or_recovered
Hidral,HIDRAL MCH PS-460 - HIDRAL MCH.pdf,.pdf,37667,4ecf02b6df4949655d88b945e9ddad45b90c3b72,Hidral/HIDRAL MCH PS-460 - HIDRAL MCH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MCH PS-460 - HIDRAL MCH.pdf,organized_or_recovered
Hidral,HIDRAL MDH PS-451 - HIDRAL MDH.pdf,.pdf,37711,6597861417fcfaa33c76b111f83f000fe83ca9bf,Hidral/HIDRAL MDH PS-451 - HIDRAL MDH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MDH PS-451 - HIDRAL MDH.pdf,organized_or_recovered
Hidral,HIDRAL MH-E EE-512 - HIDRAL MH-E.pdf,.pdf,60723,611b06152c5014000a05ba0d8026d1b5ec24b5f8,Hidral/HIDRAL MH-E EE-512 - HIDRAL MH-E.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MH-E EE-512 - HIDRAL MH-E.pdf,organized_or_recovered
Hidral,HIDRAL MH-H EE-511 - HIDRAL MH-H.pdf,.pdf,55645,8ff499a765a91ac94328510030957bc332e5a508,Hidral/HIDRAL MH-H EE-511 - HIDRAL MH-H.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MH-H EE-511 - HIDRAL MH-H.pdf,organized_or_recovered
Hidral,HIDRAL MHC EH-405 - HIDRAL MHC.pdf,.pdf,46209,6687cd6706157be1382ff6a91cb1c69c937e9f86,Hidral/HIDRAL MHC EH-405 - HIDRAL MHC.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MHC EH-405 - HIDRAL MHC.pdf,organized_or_recovered
Hidral,HIDRAL MIH MAP99 EE-405 - HIDRAL MIH.pdf,.pdf,1894488,de950a05973358339b2d696fb0015294a3cd4ac8,Hidral/HIDRAL MIH MAP99 EE-405 - HIDRAL MIH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MIH MAP99 EE-405 - HIDRAL MIH.pdf,organized_or_recovered
Hidral,HIDRAL MIH PS-452 - HIDRAL MIH.pdf,.pdf,38094,5db250d5a17ed76939afe0329f084fbe32b98967,Hidral/HIDRAL MIH PS-452 - HIDRAL MIH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MIH PS-452 - HIDRAL MIH.pdf,organized_or_recovered
Hidral,HIDRAL MTH MP 11 EE-530 - HIDRAL MTH.pdf,.pdf,166062,86b914c8abb9bc24552a72d404b0aa05a2b1d3c0,Hidral/HIDRAL MTH MP 11 EE-530 - HIDRAL MTH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL MTH MP 11 EE-530 - HIDRAL MTH.pdf,organized_or_recovered
Hidral,HIDRAL QH MAP 07 EE-451 - HIDRAL QH.pdf,.pdf,763453,18feb81678dea9cfe9ac5f045c6fb3049d6863ce,Hidral/HIDRAL QH MAP 07 EE-451 - HIDRAL QH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL QH MAP 07 EE-451 - HIDRAL QH.pdf,organized_or_recovered
Hidral,HIDRAL QH MAP 07 EE-452 - HIDRAL QH.pdf,.pdf,787696,e1608c1dba66b7edc86a3d7c9350193d1a473135,Hidral/HIDRAL QH MAP 07 EE-452 - HIDRAL QH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL QH MAP 07 EE-452 - HIDRAL QH.pdf,organized_or_recovered
Hidral,HIDRAL QH MAP 07 EE-453 - HIDRAL QH.pdf,.pdf,778161,f37ad05cd058be8af32b4f624f9f2f35d8aa52bd,Hidral/HIDRAL QH MAP 07 EE-453 - HIDRAL QH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL QH MAP 07 EE-453 - HIDRAL QH.pdf,organized_or_recovered
Hidral,HIDRAL SHI SE09 EE-520 - HIDRAL SHI.pdf,.pdf,127292,9002317ac49e92ae648a11f86f470b3b6ef46dfe,Hidral/HIDRAL SHI SE09 EE-520 - HIDRAL SHI.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL SHI SE09 EE-520 - HIDRAL SHI.pdf,organized_or_recovered
Hidral,HIDRAL SHV SE09 EE-521 - HIDRAL SHV.pdf,.pdf,132879,b6085bd05b2616a4c41b8e1ef780917f2b1d5563,Hidral/HIDRAL SHV SE09 EE-521 - HIDRAL SHV.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL SHV SE09 EE-521 - HIDRAL SHV.pdf,organized_or_recovered
Hidral,HIDRAL THX EE-360 - HIDRAL THX.pdf,.pdf,41212,0abdd68bed08e49e68b6ee82ac0a87b32f2b76a2,Hidral/HIDRAL THX EE-360 - HIDRAL THX.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL THX EE-360 - HIDRAL THX.pdf,organized_or_recovered
Hidral,HIDRAL UH EE-401 - HIDRAL UH.pdf,.pdf,419476,6bd7d50156e348b84eaa5c2b2974eb815d0ad022,Hidral/HIDRAL UH EE-401 - HIDRAL UH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL UH EE-401 - HIDRAL UH.pdf,organized_or_recovered
Hidral,HIDRAL UH EE-411 - HIDRAL UH.pdf,.pdf,233420,e09e7ca0f6e237fa799d77677718a8ceadcb3140,Hidral/HIDRAL UH EE-411 - HIDRAL UH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL UH EE-411 - HIDRAL UH.pdf,organized_or_recovered
Hidral,HIDRAL UH EH-402 - HIDRAL UH.pdf,.pdf,44959,930f38f2e469c419e13d5cc83242aad96243bc0b,Hidral/HIDRAL UH EH-402 - HIDRAL UH.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/HIDRAL UH EH-402 - HIDRAL UH.pdf,organized_or_recovered
Hidral,KV1 Hydraulic Diagram.pdf,.pdf,70874,66ec154e0375dbc62037584d58e4bb8a7d3572d2,Hidral/KV1 Hydraulic Diagram.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/KV1 Hydraulic Diagram.pdf,organized_or_recovered
Hidral,NT042-DE-Ascensores Hidráulicos unifamiliares Hidral com comandos com esquema ref PAV11.pdf,.pdf,61677,e13d130674c8aa2339bbc81070ba230760268007,Hidral/NT042-DE-Ascensores Hidráulicos unifamiliares Hidral com comandos com esquema ref PAV11.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/NT042-DE-Ascensores Hidráulicos unifamiliares Hidral com comandos com esquema ref PAV11.pdf,organized_or_recovered
Hidral,Serie F Hidraulico.pdf,.pdf,1308221,216dc462c160b074efd9bc8821af861525fab438,Hidral/Serie F Hidraulico.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/Serie F Hidraulico.pdf,organized_or_recovered
Hidral,esquema electrico montapratos.pdf,.pdf,48281,ac6e62e9d1c4cffdbb41e8fd06bed522672950af,Hidral/esquema electrico montapratos.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/esquema electrico montapratos.pdf,organized_or_recovered
Hidral,hidral uh.1jpg.jpg,.jpg,894579,521212ecae345cd83c692dd00c0c9d8618fe1d97,Hidral/hidral uh.1jpg.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hidral/hidral uh.1jpg.jpg,organized_or_recovered
Hydroware,09-08742  NatWest Bank  Hastings.pdf,.pdf,808306,ef7ff97afd9100a8aaf760da1722a6f7c5a254ca,Hydroware/09-08742  NatWest Bank  Hastings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hydroware/09-08742  NatWest Bank  Hastings.pdf,organized_or_recovered
Hydroware,"13-16349 - Broomy Hill 43, Breinton Road - Hereford, UK.pdf",.pdf,728751,8ce713ecf804a7a1d2ccd26f42a224f81ea5657e,"Hydroware/13-16349 - Broomy Hill 43, Breinton Road - Hereford, UK.pdf","/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hydroware/13-16349 - Broomy Hill 43, Breinton Road - Hereford, UK.pdf",organized_or_recovered
Hydroware,Electrical Drawings.pdf,.pdf,2850138,3163399e9036ec045877080799c607ed69787943,Hydroware/Electrical Drawings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hydroware/Electrical Drawings.pdf,organized_or_recovered
Hydroware,Isolation And Short Circuit Test.pdf,.pdf,83006,f32caa7f164e3d49e2765416bdd5ec8c6527383a,Hydroware/Isolation And Short Circuit Test.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hydroware/Isolation And Short Circuit Test.pdf,organized_or_recovered
Hydroware,T10154EN_3G_5_20_Hydroelite Insulation testing Short circuit test_1.0.pdf,.pdf,636907,12c2bc8ddd1d5c2b4a79381de04099c87fe055d2,Hydroware/T10154EN_3G_5_20_Hydroelite Insulation testing Short circuit test_1.0.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hydroware/T10154EN_3G_5_20_Hydroelite Insulation testing Short circuit test_1.0.pdf,organized_or_recovered
Hymo,Scissor lift Hymo Electrical Drawings.pdf,.pdf,50198,380e524b99a2a6a2bd6b7a575ce7a7222544d34c,Hymo/Scissor lift Hymo Electrical Drawings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Hymo/Scissor lift Hymo Electrical Drawings.pdf,organized_or_recovered
Kone,MONOSPACE ESQ K036084 KSA V3F16L - KONE.pdf,.pdf,1967428,a9b5b58cb4f943f5ba9b10f11897aa4a98f11a1f,Kone/MONOSPACE ESQ K036084 KSA V3F16L - KONE.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/Kone/MONOSPACE ESQ K036084 KSA V3F16L - KONE.pdf,organized_or_recovered
LiftControl,Esquemas Liftcontrol Homelift.pdf,.pdf,8958577,9007c313cebd680474972e27ab27794ed2731bfd,LiftControl/Esquemas Liftcontrol Homelift.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/LiftControl/Esquemas Liftcontrol Homelift.pdf,organized_or_recovered
MacPuarsa,ASCM_STD_ENG Standard Circuit Diagrams.pdf,.pdf,349152,b255f1988e2bcc826d8a7403bcd01d8e6c6aa657,MacPuarsa/ASCM_STD_ENG Standard Circuit Diagrams.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/ASCM_STD_ENG Standard Circuit Diagrams.pdf,organized_or_recovered
MacPuarsa,ASCM_STD_ENG Standard Circuit Diagrams__fromdup1.pdf,.pdf,349152,b255f1988e2bcc826d8a7403bcd01d8e6c6aa657,MacPuarsa/ASCM_STD_ENG Standard Circuit Diagrams__fromdup1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/ASCM_STD_ENG Standard Circuit Diagrams__fromdup1.pdf,recovered_from_duplicates
MacPuarsa,Adaptação Mac-Keb.dwg,.dwg,204239,03194e730f6be4b2a696221539baf1850c868ad3,MacPuarsa/Adaptação Mac-Keb.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/Adaptação Mac-Keb.dwg,organized_or_recovered
MacPuarsa,Esquema Variador Omron Duplex MAC.pdf,.pdf,900938,7c5025c4cdb2be80f841bd47ad1c53a8f3b76f9f,MacPuarsa/Esquema Variador Omron Duplex MAC.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/Esquema Variador Omron Duplex MAC.pdf,organized_or_recovered
MacPuarsa,Esquema Variador Omron Duplex MAC__brand1.pdf,.pdf,900938,7c5025c4cdb2be80f841bd47ad1c53a8f3b76f9f,MacPuarsa/Esquema Variador Omron Duplex MAC__brand1.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/Esquema Variador Omron Duplex MAC__brand1.pdf,manual_refinement
MacPuarsa,Instalação QCP.dwg,.dwg,299349,6f48d3166c27fcf2fe40b38f54effbb7372603c8,MacPuarsa/Instalação QCP.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/Instalação QCP.dwg,organized_or_recovered
MacPuarsa,Instalação microbasic.dwg,.dwg,301465,42891dcead30aaca23cebb1f28637861b5ffb099,MacPuarsa/Instalação microbasic.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/Instalação microbasic.dwg,organized_or_recovered
MacPuarsa,MP COLINA standard layout Español.dwg,.dwg,127616,33577b0fefb4e629eee4832f185d87f7fb764c1b,MacPuarsa/MP COLINA standard layout Español.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP COLINA standard layout Español.dwg,organized_or_recovered
MacPuarsa,MP COLINA standard layout.dwg,.dwg,128026,9ffee5473a24408f93b5ce1af64aa8b4c4020b9f,MacPuarsa/MP COLINA standard layout.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP COLINA standard layout.dwg,organized_or_recovered
MacPuarsa,MP ESQ 2V I - MP.pdf,.pdf,73506,bb5f52a036e1cad6e6fed74b5189af18543c2cc3,MacPuarsa/MP ESQ 2V I - MP.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP ESQ 2V I - MP.pdf,organized_or_recovered
MacPuarsa,MP ESQ I - MP.pdf,.pdf,1890372,170f05f0dcbaea4895d5ee1f85e9c8cad53bae99,MacPuarsa/MP ESQ I - MP.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP ESQ I - MP.pdf,organized_or_recovered
MacPuarsa,MP M 5000 ESQ - MP M 5000.pdf,.pdf,1433020,353a411915e5acd6fac4a5bc343814c1b61736f9,MacPuarsa/MP M 5000 ESQ - MP M 5000.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP M 5000 ESQ - MP M 5000.pdf,organized_or_recovered
MacPuarsa,MP MICROBASIC 2V ESQ - MP MICROBASIC.pdf,.pdf,898795,01fb934d7990af03139452acc939dbb826e613fc,MacPuarsa/MP MICROBASIC 2V ESQ - MP MICROBASIC.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP MICROBASIC 2V ESQ - MP MICROBASIC.pdf,organized_or_recovered
MacPuarsa,MP MICROBASIC ESQ PTAS CAB - MP MICROBASIC.pdf,.pdf,254309,cf0f20bbecf286dffa58e6f5ad62dbe065281d3b,MacPuarsa/MP MICROBASIC ESQ PTAS CAB - MP MICROBASIC.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP MICROBASIC ESQ PTAS CAB - MP MICROBASIC.pdf,organized_or_recovered
MacPuarsa,MP MICROSIMPLEX (VVVF) ESQ - MP MICROSIMPLEX.pdf,.pdf,78751,fa597abbc69d92e9f756883c7521f3102ec33a59,MacPuarsa/MP MICROSIMPLEX (VVVF) ESQ - MP MICROSIMPLEX.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP MICROSIMPLEX (VVVF) ESQ - MP MICROSIMPLEX.pdf,organized_or_recovered
MacPuarsa,MP MICROSIMPLEX V.1.00 ESQUEMA 2V - MP MICROSIMPLEX.pdf,.pdf,2662407,9ac3df98569f1a8a12dc5cfd423613bd951ef82c,MacPuarsa/MP MICROSIMPLEX V.1.00 ESQUEMA 2V - MP MICROSIMPLEX.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP MICROSIMPLEX V.1.00 ESQUEMA 2V - MP MICROSIMPLEX.pdf,organized_or_recovered
MacPuarsa,MP MRL MICROBASIC-3VFMAC_DSP - MP.pdf,.pdf,13266884,a15fb78689a64b71936f24dfd638beaffcc08927,MacPuarsa/MP MRL MICROBASIC-3VFMAC_DSP - MP.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP MRL MICROBASIC-3VFMAC_DSP - MP.pdf,organized_or_recovered
MacPuarsa,MP PONT F standard layout Español.dwg,.dwg,119166,1240c106bfe3def2254d78ec44c4ce8358b22903,MacPuarsa/MP PONT F standard layout Español.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP PONT F standard layout Español.dwg,organized_or_recovered
MacPuarsa,MP PONT H standard layout Español.dwg,.dwg,214293,317eab14bc33f7a68797d6d6d9ab34cc0ee5140b,MacPuarsa/MP PONT H standard layout Español.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP PONT H standard layout Español.dwg,organized_or_recovered
MacPuarsa,MP PONT H standard layout.dwg,.dwg,214244,862e6ce1576cca2a24c9b24ca6f6d776c0e182da,MacPuarsa/MP PONT H standard layout.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP PONT H standard layout.dwg,organized_or_recovered
MacPuarsa,MP PONT standard layout Español.dwg,.dwg,118636,8a7f38d36514795daffbd28803f18e8b5efe52b8,MacPuarsa/MP PONT standard layout Español.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP PONT standard layout Español.dwg,organized_or_recovered
MacPuarsa,MP SIERRA_PIRINEO standard layout Español.dwg,.dwg,136286,1ed8ee84b07e118f259783646b2093c43a9fd76f,MacPuarsa/MP SIERRA_PIRINEO standard layout Español.dwg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MP SIERRA_PIRINEO standard layout Español.dwg,organized_or_recovered
MacPuarsa,MicroBasic Esquemas.pdf,.pdf,883927,dacd973eea31ea555ea95c741d537101f199f6bf,MacPuarsa/MicroBasic Esquemas.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MicroBasic Esquemas.pdf,organized_or_recovered
MacPuarsa,MicroBasic Mrl 3VF Electrical Drawings.pdf,.pdf,1647060,dd7d8589f6282569766ddb8c911c012e25e1a3cd,MacPuarsa/MicroBasic Mrl 3VF Electrical Drawings.pdf,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/MicroBasic Mrl 3VF Electrical Drawings.pdf,organized_or_recovered
MacPuarsa,puarsa esquem. 002.jpg,.jpg,284368,4f6d2e784fa3402a8aeab5ce09be3988690632aa,MacPuarsa/puarsa esquem. 002.jpg,/Users/edmundofrazao/Codex/autonomous_file_intelligence/runtime/organized_v7/02. Esquemas Eletricos/MacPuarsa/puarsa esquem. 002.jpg,organized_or_recovered
